Position_x,Position_y,Position_z
,,0.08138397
,,0.08157643
,,0.08176831
,,0.08182665
,,0.08188386
,,0.08194
,,0.08200745
,,0.08207399
,,0.08219719
,,0.08232016
,,0.08242631
,,0.0825332
,,0.08264099
,,0.08280127
,,0.0829637
,,0.08292908
,,0.08289244
,,0.08285429
,,0.08324486
,,0.08362896
,,0.0841997
,,0.08476111
,,0.08550464
,,0.08623339
,,0.08695653
,,0.08906199
,,0.09262498
,,0.09636678
,,0.09857421
,,0.1007968
,,0.1030208
,,0.1052337
,,0.1070481
,,0.1069309
,,0.1068092
,,0.1066836
,,0.104509
,,0.1024414
,,0.09899107
,,0.09534863
,,0.09139425
,,0.0871468
,,0.0826937
,,0.07892273
,,0.07510732
,,0.07285263
,,0.07057272
,,0.06833648
,,0.06676737
,,0.06521837
,,0.06537759
,,0.06551333
,,0.06563042
,,0.06729352
,,0.06885954
,,0.07119224
,,0.07348396
,,0.07569817
,,0.07794972
,,0.08034786
,,0.08176356
,,0.08310226
,,0.08713861
,,0.09147704
,,0.09609815
,,0.1022453
,,0.108565
,,0.1123954
,,0.1161637
,,0.1178697
,,0.1195881
,,0.1213188
,,0.1185477
,,0.1161721
,,0.1134123
,,0.1109003
,,0.1085635
,,0.1065795
,,0.1038003
,,0.09926419
,,0.09848075
,,0.09674492
,,0.09512805
,,0.09360381
,,0.09374204
,,0.09392294
,,0.0953273
,,0.09684297
,,0.09847426
,,0.09910031
,,0.09977091
,,0.09957382
,,0.09940648
,,0.09904052
,,0.09869956
,,0.09837811
,,0.1019178
,,0.1056918
,,0.1113128
,,0.1173448
,,0.1236678
,,0.1249237
,,0.1262105
,,0.1286471
,,0.1311202
,,0.1321863
,,0.1334396
,,0.1346812
,,0.132985
,,0.1314642
,,0.1284179
,,0.125554
,,0.1227825
,,0.1202668
,,0.1177744
,,0.1146818
,,0.1114872
,,0.1076192
,,0.1035708
,,0.09939976
,,0.09693802
,,0.09444036
,,0.09412963
,,0.09375785
,,0.09333471
,,0.0892868
,,0.08538748
,,0.08231553
,,0.07935727
,,0.07988672
,,0.08029964
,,0.08062296
,,0.0849014
,,0.08884469
,,0.09236045
,,0.09570223
,,0.0989797
,,0.09870678
,,0.09847273
,,0.1000547
,,0.1017587
,,0.1047291
,,0.1077239
,,0.1107449
,,0.1129905
,,0.1152494
,,0.1166702
,,0.1181053
,,0.1195517
,,0.121331
,,0.1230919
,,0.1226308
,,0.1221075
,,0.1202464
,,0.1185578
,,0.116992
,,0.1140324
,,0.1112475
,,0.110007
,,0.1088389
,,0.1077024
,,0.1085349
,,0.109351
,,0.1104636
,,0.1116003
,,0.1127202
,,0.1130624
,,0.1134055
,,0.114226
,,0.1150407
,,0.1155852
,,0.1161248
,,0.1166561
,,0.1173682
,,0.1180622
,,0.1185302
,,0.1189819
,,0.1194078
,,0.1205046
,,0.1215988
,,0.122947
,,0.1243105
,,0.1253062
,,0.1263023
,,0.1272995
,,0.1278323
,,0.1283632
,,0.128474
,,0.1285927
,,0.128717
,,0.1286821
,,0.1286566
,,0.1290601
,,0.1294646
,,0.1294352
,,0.1294089
,,0.1293854
,,0.1296103
,,0.1298324
,,0.1300032
,,0.1301735
,,0.1303412
,,0.1300752
,,0.1298147
,,0.1293011
,,0.1287963
,,0.1282625
,,0.1277195
,,0.1271668
